toponimo	provincia	lon	lat
petersberg	gemeinde (HE)	9.711846	50.557878
poppenhausen (wasserkuppe)	gemeinde (HE)	9.869238	50.489438
rasdorf	gemeinde (HE)	9.897742	50.719548
tann (rhön)	stadt (HE)	10.023386	50.643742
alheim	gemeinde (HE)	9.66857	51.024755999999996
bad hersfeld	stadt (HE)	9.706008	50.867805
bebra	stadt (HE)	9.794171	50.970041
breitenbach a.herzberg	gemeinde (HE)	9.514424	50.7763
cornberg	gemeinde (HE)	9.862856	51.042677
friedewald	gemeinde (HE)	9.856377	50.882439
hauneck	gemeinde (HE)	9.722458	50.835037
haunetal	gemeinde (HE)	9.694067	50.768555
heringen (werra)	stadt (HE)	10.007553	50.888153
hohenroda	gemeinde (HE)	9.914097	50.782922
kirchheim	gemeinde (HE)	9.57383	50.841316
ludwigsau	gemeinde (HE)	9.745033	50.901798
nentershausen	gemeinde (HE)	9.933261	51.013774
neuenstein	gemeinde (HE)	9.570654	50.917119
niederaula	gemeinde (HE)	9.605239	50.800576
philippsthal (werra)	gemeinde (HE)	10.004879	50.842335
ronshausen	gemeinde (HE)	9.859555	50.947739
rotenburg a.d.fulda	stadt (HE)	9.724701	50.996422
schenklengsfeld	gemeinde (HE)	9.845903	50.819098
wildeck	gemeinde (HE)	10.032108	50.950096
ahnatal	gemeinde (HE)	9.393523	51.366434
bad karlshafen	stadt (HE)	9.453624	51.643844
baunatal	stadt (HE)	9.415659	51.254184
breuna	gemeinde (HE)	9.185123	51.41625
calden	gemeinde (HE)	9.400742	51.409628
bad emstal	gemeinde (HE)	9.260599	51.243864
espenau	gemeinde (HE)	9.472579	51.399939
fuldabrück	gemeinde (HE)	9.495422	51.228045
fuldatal	gemeinde (HE)	9.526295	51.350127
grebenstein	stadt (HE)	9.414625	51.446845
habichtswald	gemeinde (HE)	9.310504	51.32613
helsa	gemeinde (HE)	9.686204	51.257311
hofgeismar	stadt (HE)	9.383496	51.494179
immenhausen	stadt (HE)	9.480087	51.427223
kaufungen	gemeinde (HE)	9.633789	51.282759
liebenau	stadt (HE)	9.283728	51.494423
lohfelden	gemeinde (HE)	9.543946	51.277383
naumburg	stadt (HE)	9.164889	51.247294
nieste	gemeinde (HE)	9.671331	51.313325
niestetal	gemeinde (HE)	9.546625	51.320368
reinhardshagen	gemeinde (HE)	9.602696	51.493695
schauenburg	gemeinde (HE)	9.342869	51.282921
söhrewald	gemeinde (HE)	9.571642	51.237537
trendelburg	stadt (HE)	9.430291	51.575491
vellmar	stadt (HE)	9.478272	51.355424
wolfhagen	stadt (HE)	9.169659	51.326016
zierenberg	stadt (HE)	9.300261	51.367615
wesertal	gemeinde (HE)	9.549904	51.598795
gutsbezirk reinhardswald	gemeindefreies gebiet (HE)	9.592741	51.441518
borken (hessen)	stadt (HE)	9.287087	51.046041
edermünde	gemeinde (HE)	9.385619	51.220906
felsberg	stadt (HE)	9.422077	51.134766
frielendorf	gemeinde (HE)	9.327652	50.975691
fritzlar	stadt (HE)	9.275373	51.13094
gilserberg	gemeinde (HE)	9.06101	50.952165
gudensberg	stadt (HE)	9.366029	51.178409
guxhagen	gemeinde (HE)	9.48077	51.203012
homberg (efze)	stadt (HE)	9.407119	51.032974
jesberg	gemeinde (HE)	9.145795	50.996531
knüllwald	gemeinde (HE)	9.468812	51.001466
körle	gemeinde (HE)	9.514418	51.174712
malsfeld	gemeinde (HE)	9.538109	51.0941
melsungen	stadt (HE)	9.543745	51.131059
morschen	gemeinde (HE)	9.617532	51.067644
neuental	gemeinde (HE)	9.227558	51.007126
neukirchen	stadt (HE)	9.342803	50.871054
niedenstein	stadt (HE)	9.312719	51.235739
oberaula	gemeinde (HE)	9.471075	50.858277
ottrau	gemeinde (HE)	9.386353	50.804341
schrecksbach	gemeinde (HE)	9.285498	50.834852
schwalmstadt	stadt (HE)	9.188384	50.912032
schwarzenborn	stadt (HE)	9.44575	50.909926
spangenberg	stadt (HE)	9.65858	51.116895
wabern	gemeinde (HE)	9.349942	51.101172
willingshausen	gemeinde (HE)	9.195907	50.850048
bad zwesten	gemeinde (HE)	9.175326	51.052069
allendorf (eder)	gemeinde (HE)	8.670062	51.026336
bad arolsen	stadt (HE)	9.017086	51.38002
bad wildungen	stadt (HE)	9.124808	51.119966
battenberg (eder)	stadt (HE)	8.647673	51.013769
burgwald	gemeinde (HE)	8.81134	51.027298
diemelsee	gemeinde (HE)	8.803742	51.360161
diemelstadt	stadt (HE)	9.011005	51.473285
edertal	gemeinde (HE)	9.121405	51.155066
frankenau	stadt (HE)	8.934861	51.090496
frankenberg (eder)	stadt (HE)	8.799233	51.058731
gemünden (wohra)	stadt (HE)	8.969926	50.971221
haina (kloster)	gemeinde (HE)	8.972107	51.026902
hatzfeld (eder)	stadt (HE)	8.547851	50.993022
korbach	stadt (HE)	8.873194	51.27186
lichtenfels	stadt (HE)	8.807868	51.200616
rosenthal	stadt (HE)	8.867967	50.97462
twistetal	gemeinde (HE)	8.966408	51.337426
vöhl	gemeinde (HE)	8.944251	51.205272
volkmarsen	stadt (HE)	9.114575	51.412606
waldeck	stadt (HE)	9.061733	51.20664
willingen (upland)	gemeinde (HE)	8.614084	51.29345
bad sooden-allendorf	stadt (HE)	9.980802	51.272411
berkatal	gemeinde (HE)	9.921125	51.236421
eschwege	stadt (HE)	10.057981	51.185804
großalmerode	stadt (HE)	9.784493	51.257737
herleshausen	gemeinde (HE)	10.161532	51.006221
hessisch lichtenau	stadt (HE)	9.720907	51.198577
meinhard	gemeinde (HE)	10.064563	51.206039
meißner	gemeinde (HE)	9.937311	51.211361
neu-eichenberg	gemeinde (HE)	9.913586	51.389849
ringgau	gemeinde (HE)	10.092751	51.093843
sontra	stadt (HE)	9.93321	51.068954
waldkappel	stadt (HE)	9.874129	51.143533
wanfried	stadt (HE)	10.170055	51.183286
wehretal	gemeinde (HE)	9.996927	51.151179
weißenborn	gemeinde (HE)	10.113236	51.123424
witzenhausen	stadt (HE)	9.858869	51.341392
gutsbezirk kaufunger wald	gemeindefreies gebiet (HE)	9.737941	51.27982
koblenz	stadt (RP)	7.597956	50.359516
bad neuenahr-ahrweiler	stadt (RP)	7.120457	50.545218
remagen	stadt (RP)	7.234403	50.577781
sinzig	stadt (RP)	7.249122	50.54387
grafschaft	gemeinde (RP)	7.096534	50.571734
adenau	stadt (RP)	6.930224	50.382256
antweiler	gemeinde (RP)	6.830811	50.403755
aremberg	gemeinde (RP)	6.806381	50.415251
barweiler	gemeinde (RP)	6.867479	50.357219
bauler	gemeinde (RP)	6.874294	50.323094
dankerath	gemeinde (RP)	6.825686	50.340286
dorsel	gemeinde (RP)	6.791024	50.380316
eichenbach	gemeinde (RP)	6.809867	50.430814
fuchshofen	gemeinde (RP)	6.851542	50.428116
harscheid	gemeinde (RP)	6.893287	50.459476
herschbroich	gemeinde (RP)	6.968847	50.365659
hoffeld	gemeinde (RP)	6.820991	50.371144
honerath	gemeinde (RP)	6.899857	50.377553
hümmel	gemeinde (RP)	6.778824	50.461408
insul	gemeinde (RP)	6.915705	50.439971
kaltenborn	gemeinde (RP)	7.016961	50.405834
kottenborn	gemeinde (RP)	6.900842	50.353486
leimbach	gemeinde (RP)	6.927406	50.404122
meuspath	gemeinde (RP)	6.974408	50.344085
müllenbach	gemeinde (RP)	6.912793	50.319944
müsch	gemeinde (RP)	6.828204	50.385906
nürburg	gemeinde (RP)	6.952404	50.342813
ohlenhard	gemeinde (RP)	6.768609	50.442924
pomster	gemeinde (RP)	6.842102	50.352587
quiddelbach	gemeinde (RP)	6.937767	50.350962
reifferscheid	gemeinde (RP)	6.884131	50.405805
rodder	gemeinde (RP)	6.859354	50.394672
schuld	gemeinde (RP)	6.889529	50.446881
senscheid	gemeinde (RP)	6.830782	50.330531
sierscheid	gemeinde (RP)	6.918163	50.456181
trierscheid	gemeinde (RP)	6.822133	50.351686
wershofen	gemeinde (RP)	6.812933	50.444029
wiesemscheid	gemeinde (RP)	6.891624	50.336403
wimbach	gemeinde (RP)	6.906728	50.361391
winnerath	gemeinde (RP)	6.8751	50.429177
wirft	gemeinde (RP)	6.855984	50.372359
dümpelfeld	gemeinde (RP)	6.932339	50.443082
ahrbrück	gemeinde (RP)	6.98451	50.483845
altenahr	gemeinde (RP)	6.991859	50.517326
berg	gemeinde (RP)	6.948799	50.556432
dernau	gemeinde (RP)	7.043739	50.534152
heckenbach	gemeinde (RP)	7.063502	50.46435
hönningen	gemeinde (RP)	6.953376	50.471946
kalenborn	gemeinde (RP)	6.993044	50.548295
kesseling	gemeinde (RP)	7.02495	50.482055
kirchsahr	gemeinde (RP)	6.899297	50.522426
lind	gemeinde (RP)	6.938481	50.495592
mayschoß	gemeinde (RP)	7.01933	50.523486
rech	gemeinde (RP)	7.038551	50.512518
bad breisig	stadt (RP)	7.299476	50.508995
brohl-lützing	gemeinde (RP)	7.324554	50.484747
gönnersdorf	gemeinde (RP)	7.267225	50.481464
waldorf	gemeinde (RP)	7.232105	50.486272
dedenbach	gemeinde (RP)	7.174074	50.484495
königsfeld	gemeinde (RP)	7.177298	50.498734
niederdürenbach	gemeinde (RP)	7.18318	50.456954
niederzissen	gemeinde (RP)	7.221554	50.456945
oberdürenbach	gemeinde (RP)	7.159219	50.468699
oberzissen	gemeinde (RP)	7.199295	50.453292
schalkenbach	gemeinde (RP)	7.15143	50.495773
brenk	gemeinde (RP)	7.172828	50.431445
burgbrohl	gemeinde (RP)	7.274953	50.456724
galenberg	gemeinde (RP)	7.190565	50.440062
glees	gemeinde (RP)	7.243155	50.433358
hohenleimbach	gemeinde (RP)	7.063639	50.412022
spessart	gemeinde (RP)	7.113305	50.439679
wassenach	gemeinde (RP)	7.279915	50.435005
wehr	gemeinde (RP)	7.210953	50.42222
weibern	gemeinde (RP)	7.143941	50.406116
kempenich	gemeinde (RP)	7.119851	50.418515
daaden	stadt (RP)	7.967583	50.739178
derschen	gemeinde (RP)	7.984461	50.712195
emmerzhausen	gemeinde (RP)	8.025081	50.720813
friedewald	gemeinde (RP)	7.960618	50.709712
herdorf	stadt (RP)	7.949645	50.778162
mauden	gemeinde (RP)	8.000856	50.715566
niederdreisbach	gemeinde (RP)	7.924683	50.74837
nisterberg	gemeinde (RP)	7.978139	50.680133
schutzbach	gemeinde (RP)	7.900826	50.75557
weitefeld	gemeinde (RP)	7.927146	50.724689
birkenbeul	gemeinde (RP)	7.623469	50.739507
bitzen	gemeinde (RP)	7.691484	50.794206
breitscheidt	gemeinde (RP)	7.661594	50.75426
bruchertseifen	gemeinde (RP)	7.713945	50.747563
etzbach	gemeinde (RP)	7.686988	50.77852
forst	gemeinde (RP)	7.682865	50.803933
fürthen	gemeinde (RP)	7.668743	50.77935
hamm (sieg)	gemeinde (RP)	7.672593	50.765515
niederirsen	gemeinde (RP)	7.595847	50.746697
pracht	gemeinde (RP)	7.655338	50.760941
roth	gemeinde (RP)	7.700363	50.76258
seelbach bei hamm (sieg)	gemeinde (RP)	7.686153	50.754914
brachbach	gemeinde (RP)	7.937399	50.817543
friesenhagen	gemeinde (RP)	7.810741	50.903172
harbach	gemeinde (RP)	7.843559	50.862106
kirchen (sieg)	stadt (RP)	7.882897	50.808187
mudersbach	gemeinde (RP)	7.943913	50.824709
niederfischbach	gemeinde (RP)	7.873215	50.855673
birken-honigsessen	gemeinde (RP)	7.739895	50.818171
mittelhof	gemeinde (RP)	7.804162	50.775051
hövels	gemeinde (RP)	7.780245	50.788259
katzwinkel (sieg)	gemeinde (RP)	7.82303	50.812178
selbach (sieg)	gemeinde (RP)	7.768108	50.745269
wissen	stadt (RP)	7.736064	50.78031
alsdorf	gemeinde (RP)	7.882849	50.77617
betzdorf	stadt (RP)	7.873843	50.785546
dickendorf	gemeinde (RP)	7.851294	50.740007
elben	gemeinde (RP)	7.834109	50.749879
elkenroth	gemeinde (RP)	7.883392	50.728441
fensdorf	gemeinde (RP)	7.775951	50.74169
gebhardshain	gemeinde (RP)	7.821894	50.746687
grünebach	gemeinde (RP)	7.906184	50.778622
kausen	gemeinde (RP)	7.865199	50.740757
malberg	gemeinde (RP)	7.814044	50.71485
molzhain	gemeinde (RP)	7.85354	50.749431
nauroth	gemeinde (RP)	7.876722	50.700359
rosenheim (landkreis altenkirchen)	gemeinde (RP)	7.849012	50.712504
scheuerfeld	gemeinde (RP)	7.841131	50.787358
steinebach/sieg	gemeinde (RP)	7.826574	50.731885
steineroth	gemeinde (RP)	7.852485	50.761517
wallmenroth	gemeinde (RP)	7.837401	50.796708
almersbach	gemeinde (RP)	7.628807	50.674542
bachenberg	gemeinde (RP)	7.646728	50.714447
berzhausen	gemeinde (RP)	7.569231	50.65506
birnbach	gemeinde (RP)	7.585002	50.703364
bürdenbach	gemeinde (RP)	7.515434	50.603625
burglahr	gemeinde (RP)	7.496733	50.617639
busenhausen	gemeinde (RP)	7.634124	50.714829
eichelhardt	gemeinde (RP)	7.700015	50.717909
eichen	gemeinde (RP)	7.53179	50.635294
ersfeld	gemeinde (RP)	7.515324	50.696248
eulenberg	gemeinde (RP)	7.4751	50.605467
fiersbach	gemeinde (RP)	7.496789	50.695877
flammersfeld	gemeinde (RP)	7.524291	50.646556
fluterschen	gemeinde (RP)	7.62623	50.665235
forstmehren	gemeinde (RP)	7.530067	50.702517
gieleroth	gemeinde (RP)	7.680652	50.667034
giershausen	gemeinde (RP)	7.545229	50.680992
güllesheim	gemeinde (RP)	7.529069	50.598367
hasselbach	gemeinde (RP)	7.528677	50.712481
helmenzen	gemeinde (RP)	7.623126	50.694927
helmeroth	gemeinde (RP)	7.737901	50.741338
hemmelzen	gemeinde (RP)	7.580795	50.692642
heupelzen	gemeinde (RP)	7.620546	50.723875
hilgenroth	gemeinde (RP)	7.650016	50.736535
hirz-maulsbach	gemeinde (RP)	7.476652	50.683376
horhausen (westerwald)	gemeinde (RP)	7.531002	50.587962
idelberg	gemeinde (RP)	7.726674	50.720856
ingelbach	gemeinde (RP)	7.709536	50.681079
isert	gemeinde (RP)	7.703492	50.726403
kescheid	gemeinde (RP)	7.484659	50.661107
kettenhausen	gemeinde (RP)	7.628467	50.707891
kircheib	gemeinde (RP)	7.458566	50.709359
kraam	gemeinde (RP)	7.529536	50.692814
krunkel	gemeinde (RP)	7.502305	50.579521
mammelzen	gemeinde (RP)	7.66804	50.701896
mehren	gemeinde (RP)	7.509986	50.685646
michelbach (westerwald)	gemeinde (RP)	7.666829	50.6833
niedersteinebach	gemeinde (RP)	7.507193	50.599954
obererbach (westerwald)	gemeinde (RP)	7.65685	50.724745
oberirsen	gemeinde (RP)	7.582777	50.722857
oberlahr	gemeinde (RP)	7.516934	50.621584
obersteinebach	gemeinde (RP)	7.499519	50.58987
oberwambach	gemeinde (RP)	7.658434	50.658458
ölsen	gemeinde (RP)	7.603094	50.738792
orfgen	gemeinde (RP)	7.532208	50.666174
peterslahr	gemeinde (RP)	7.480643	50.612771
pleckhausen	gemeinde (RP)	7.542036	50.595239
racksen	gemeinde (RP)	7.693281	50.736484
reiferscheid	gemeinde (RP)	7.547291	50.654403
rettersen	gemeinde (RP)	7.504253	50.706606
rott	gemeinde (RP)	7.513436	50.637343
schöneberg	gemeinde (RP)	7.602522	50.664859
schürdt	gemeinde (RP)	7.554236	50.665478
seelbach (westerwald)	gemeinde (RP)	7.566659	50.641721
seifen	gemeinde (RP)	7.559972	50.628694
sörth	gemeinde (RP)	7.685127	50.698413
stürzelbach	gemeinde (RP)	7.615784	50.650719
volkerzen	gemeinde (RP)	7.682596	50.722403
walterschen	gemeinde (RP)	7.561811	50.685681
werkhausen	gemeinde (RP)	7.534161	50.721766
weyerbusch	gemeinde (RP)	7.550699	50.712833
willroth	gemeinde (RP)	7.526286	50.568471
wölmersen	gemeinde (RP)	7.599816	50.714605
ziegenhain	gemeinde (RP)	7.525356	50.676551
berod bei hachenburg	gemeinde (RP)	7.691746	50.648152
altenkirchen (westerwald)	stadt (RP)	7.645362	50.687851
neitersen	gemeinde (RP)	7.584234	50.667456
bad kreuznach	stadt (RP)	7.861839	49.844515
altenbamberg	gemeinde (RP)	7.83272	49.785381
biebelsheim	gemeinde (RP)	7.938844	49.87331
feilbingert	gemeinde (RP)	7.807099	49.775224
frei-laubersheim	gemeinde (RP)	7.899191	49.801498
fürfeld	gemeinde (RP)	7.893919	49.777143
hackenheim	gemeinde (RP)	7.900692	49.825452
hallgarten	gemeinde (RP)	7.787736	49.760557
hochstätten	gemeinde (RP)	7.83198	49.764613
neu-bamberg	gemeinde (RP)	7.921698	49.797087
pfaffen-schwabenheim	gemeinde (RP)	7.950329	49.850969
pleitersheim	gemeinde (RP)	7.953026	49.836416
tiefenthal	gemeinde (RP)	7.906254	49.75997
volxheim	gemeinde (RP)	7.928991	49.818084
allenfeld	gemeinde (RP)	7.668777	49.866829
argenschwang	gemeinde (RP)	7.699568	49.881134
bockenau	gemeinde (RP)	7.680669	49.837509
boos	gemeinde (RP)	7.716478	49.79297
braunweiler	gemeinde (RP)	7.747306	49.866836
burgsponheim	gemeinde (RP)	7.717036	49.833589
dalberg	gemeinde (RP)	7.732432	49.896204
duchroth	gemeinde (RP)	7.738868	49.782921
gebroth	gemeinde (RP)	7.658565	49.878659
gutenberg	gemeinde (RP)	7.7993	49.880588
hargesheim	gemeinde (RP)	7.827383	49.862832
hergenfeld	gemeinde (RP)	7.762822	49.904556
hüffelsheim	gemeinde (RP)	7.799758	49.822271
mandel	gemeinde (RP)	7.768942	49.856824
münchwald	gemeinde (RP)	7.67514	49.89729
niederhausen	gemeinde (RP)	7.779915	49.80379
norheim	gemeinde (RP)	7.814738	49.80823
oberhausen an der nahe	gemeinde (RP)	7.757693	49.790896
oberstreit	gemeinde (RP)	7.696035	49.79649
roxheim	gemeinde (RP)	7.809073	49.863903
sankt katharinen	gemeinde (RP)	7.768735	49.866709
schloßböckelheim	gemeinde (RP)	7.744573	49.805891
sommerloch	gemeinde (RP)	7.761197	49.877229
spabrücken	gemeinde (RP)	7.712827	49.899687
spall	gemeinde (RP)	7.681492	49.883501
sponheim	gemeinde (RP)	7.725906	49.843799
traisen	gemeinde (RP)	7.818329	49.821321
waldböckelheim	gemeinde (RP)	7.717114	49.816097
wallhausen	gemeinde (RP)	7.769102	49.889176
weinsheim	gemeinde (RP)	7.766963	49.837474
winterbach	gemeinde (RP)	7.634957	49.876243
rüdesheim	gemeinde (RP)	7.812868	49.845274
bärenbach	gemeinde (RP)	7.443275	49.748601
becherbach bei kirn	gemeinde (RP)	7.499688	49.740977
brauweiler	gemeinde (RP)	7.499054	49.824015
hahnenbach	gemeinde (RP)	7.418344	49.810445
heimweiler	gemeinde (RP)	7.486976	49.755668
heinzenberg	gemeinde (RP)	7.484983	49.824894
hennweiler	gemeinde (RP)	7.436117	49.819237
hochstetten-dhaun	gemeinde (RP)	7.505357	49.799078
horbach	gemeinde (RP)	7.51382	49.823442
kirn	stadt (RP)	7.456773	49.788787
limbach	gemeinde (RP)	7.54271	49.741531
meckenbach	gemeinde (RP)	7.507337	49.777331
oberhausen bei kirn	gemeinde (RP)	7.450709	49.809723
otzweiler	gemeinde (RP)	7.50957	49.713704
simmertal	gemeinde (RP)	7.520805	49.814046
weitersborn	gemeinde (RP)	7.525192	49.849888
bruschied	gemeinde (RP)	7.407033	49.835446
kellenbach	gemeinde (RP)	7.491678	49.844683
königsau	gemeinde (RP)	7.48698	49.855452
schneppenbach	gemeinde (RP)	7.408664	49.845613
schwarzerden	gemeinde (RP)	7.512489	49.86032
abtweiler	gemeinde (RP)	7.656343	49.744287
auen	gemeinde (RP)	7.597484	49.831246
bärweiler	gemeinde (RP)	7.60239	49.742991
becherbach	gemeinde (RP)	7.680746	49.654089
breitenheim	gemeinde (RP)	7.630341	49.697264
callbach	gemeinde (RP)	7.699882	49.704325
daubach	gemeinde (RP)	7.634404	49.846349
desloch	gemeinde (RP)	7.627841	49.718832
hundsbach	gemeinde (RP)	7.553439	49.725307
ippenschied	gemeinde (RP)	7.631423	49.867177
jeckenbach	gemeinde (RP)	7.608181	49.708944
kirschroth	gemeinde (RP)	7.57209	49.76194
langenthal	gemeinde (RP)	7.575165	49.831574
lauschied	gemeinde (RP)	7.619608	49.740586
lettweiler	gemeinde (RP)	7.724989	49.73456
löllbach	gemeinde (RP)	7.592944	49.689475
martinstein	gemeinde (RP)	7.540679	49.804839
meddersheim	gemeinde (RP)	7.615399	49.77687
meisenheim	stadt (RP)	7.670811	49.705645
merxheim	gemeinde (RP)	7.56188	49.794495
monzingen	gemeinde (RP)	7.592788	49.799018
nußbaum	gemeinde (RP)	7.61402	49.800064
odernheim am glan	gemeinde (RP)	7.705568	49.765576
raumbach	gemeinde (RP)	7.655595	49.722934
rehbach	gemeinde (RP)	7.643767	49.849993
rehborn	gemeinde (RP)	7.685776	49.734663
reiffelbach	gemeinde (RP)	7.686157	49.687192
schmittweiler	gemeinde (RP)	7.705859	49.691497
schweinschied	gemeinde (RP)	7.574769	49.701153
seesbach	gemeinde (RP)	7.546044	49.845695
staudernheim	gemeinde (RP)	7.688148	49.775562
weiler bei monzingen	gemeinde (RP)	7.560496	49.809477
winterburg	gemeinde (RP)	7.649432	49.863263
bad sobernheim	stadt (RP)	7.654164	49.7838
bretzenheim	gemeinde (RP)	7.897906	49.87924
daxweiler	gemeinde (RP)	7.752092	49.965906
dörrebach	gemeinde (RP)	7.719363	49.945638
dorsheim	gemeinde (RP)	7.873309	49.926155
eckenroth	gemeinde (RP)	7.781058	49.924944000000004
guldental	gemeinde (RP)	7.844848	49.891491
langenlonsheim	gemeinde (RP)	7.899113	49.896796
laubenheim	gemeinde (RP)	7.895042	49.919173
roth	gemeinde (RP)	7.800693	49.943588
rümmelsheim	gemeinde (RP)	7.859905	49.934218
schöneberg	gemeinde (RP)	7.749605	49.920559
schweppenhausen	gemeinde (RP)	7.80045	49.925801
seibersbach	gemeinde (RP)	7.71527	49.960213
stromberg	stadt (RP)	7.773929	49.94368
waldlaubersheim	gemeinde (RP)	7.830567	49.928123
warmsroth	gemeinde (RP)	7.790007	49.956029
windesheim	gemeinde (RP)	7.81568	49.906292
idar-oberstein	stadt (RP)	7.312126	49.713356
baumholder	stadt (RP)	7.336809	49.615797
berglangenbach	gemeinde (RP)	7.253626	49.5995
berschweiler bei baumholder	gemeinde (RP)	7.29281	49.577998
eckersweiler	gemeinde (RP)	7.289554	49.559977
fohren-linden	gemeinde (RP)	7.291177	49.587254
frauenberg	gemeinde (RP)	7.289966	49.672271
hahnweiler	gemeinde (RP)	7.221059	49.571581
heimbach	gemeinde (RP)	7.250356	49.61458
leitzweiler	gemeinde (RP)	7.221982	49.59123
mettweiler	gemeinde (RP)	7.314097	49.578516
reichenbach	gemeinde (RP)	7.285438	49.641057000000004
rohrbach	gemeinde (RP)	7.25672	49.583326
rückweiler	gemeinde (RP)	7.238174	49.580298
ruschberg	gemeinde (RP)	7.28833	49.619717
abentheuer	gemeinde (RP)	7.100474	49.65142
achtelsbach	gemeinde (RP)	7.090023	49.624529
birkenfeld	stadt (RP)	7.168182	49.650147
börfink	gemeinde (RP)	7.081083	49.688572
brücken	gemeinde (RP)	7.111323	49.637723
buhlenberg	gemeinde (RP)	7.121037	49.654269
dambach	gemeinde (RP)	7.132593	49.627525
dienstweiler	gemeinde (RP)	7.184673	49.63632
elchweiler	gemeinde (RP)	7.201509	49.673456
ellenberg	gemeinde (RP)	7.147493	49.659352
ellweiler	gemeinde (RP)	7.144398	49.615204
gimbweiler	gemeinde (RP)	7.190965	49.585436
gollenberg	gemeinde (RP)	7.15922	49.672666
hattgenstein	gemeinde (RP)	7.159844	49.697297
hoppstädten-weiersbach	gemeinde (RP)	7.200262	49.614027
kronweiler	gemeinde (RP)	7.262151	49.660754
leisel	gemeinde (RP)	7.201636	49.718974
meckenbach	gemeinde (RP)	7.096231	49.616007
niederbrombach	gemeinde (RP)	7.246408	49.686543
niederhambach	gemeinde (RP)	7.214542	49.679662
nohen	gemeinde (RP)	7.243069	49.639314
oberbrombach	gemeinde (RP)	7.261138	49.697736
oberhambach	gemeinde (RP)	7.156184	49.686167
rimsberg	gemeinde (RP)	7.210663	49.656829
rinzenberg	gemeinde (RP)	7.132619	49.676063
rötsweiler-nockenthal	gemeinde (RP)	7.249592	49.711913
schmißberg	gemeinde (RP)	7.20325	49.664538
schwollen	gemeinde (RP)	7.181501	49.704536
siesbach	gemeinde (RP)	7.237291	49.731144
sonnenberg-winnenberg	gemeinde (RP)	7.280097	49.671306
wilzenberg-hußweiler	gemeinde (RP)	7.218546	49.705362
allenbach	gemeinde (RP)	7.167563	49.755712
asbach	gemeinde (RP)	7.279572	49.812309
bergen	gemeinde (RP)	7.418004	49.78091
berschweiler bei kirn	gemeinde (RP)	7.39183	49.770948
bollenbach	gemeinde (RP)	7.352178	49.843462
breitenthal	gemeinde (RP)	7.335186	49.800795
bruchweiler	gemeinde (RP)	7.225235	49.798781
bundenbach	gemeinde (RP)	7.377149	49.842133
dickesbach	gemeinde (RP)	7.423229	49.718813
fischbach	gemeinde (RP)	7.398916	49.74285
gerach	gemeinde (RP)	7.340646	49.752587
gösenroth	gemeinde (RP)	7.326277	49.8898
griebelschied	gemeinde (RP)	7.400713	49.799583
hausen	gemeinde (RP)	7.373515	49.872734
hellertshausen	gemeinde (RP)	7.277309	49.820353
herborn	gemeinde (RP)	7.294177	49.766709
herrstein	gemeinde (RP)	7.337804	49.78073
hettenrodt	gemeinde (RP)	7.254544	49.73953
hintertiefenbach	gemeinde (RP)	7.356002	49.739617
horbruch	gemeinde (RP)	7.238815	49.889057
hottenbach	gemeinde (RP)	7.2988	49.824068
kempfeld	gemeinde (RP)	7.242394	49.791206
kirschweiler	gemeinde (RP)	7.24255	49.753774
krummenau	gemeinde (RP)	7.272401	49.889781
mackenrodt	gemeinde (RP)	7.254605	49.724565
mittelreidenbach	gemeinde (RP)	7.441943	49.726505
mörschied	gemeinde (RP)	7.306744	49.789117
niederhosenbach	gemeinde (RP)	7.364205	49.794357
niederwörresbach	gemeinde (RP)	7.335887	49.768772
oberhosenbach	gemeinde (RP)	7.330575	49.813288
oberkirn	gemeinde (RP)	7.372074	49.884966
oberreidenbach	gemeinde (RP)	7.462463	49.705734
oberwörresbach	gemeinde (RP)	7.319938	49.778789
rhaunen	gemeinde (RP)	7.346012	49.863975
schauren	gemeinde (RP)	7.236209	49.806734
schmidthachenbach	gemeinde (RP)	7.470974	49.732605
schwerbach	gemeinde (RP)	7.355692	49.895946
sensweiler	gemeinde (RP)	7.197318	49.774449
sien	gemeinde (RP)	7.502405	49.693175
sienhachenbach	gemeinde (RP)	7.481219	49.699395
sonnschied	gemeinde (RP)	7.389221	49.819367
stipshausen	gemeinde (RP)	7.292212	49.849097
sulzbach	gemeinde (RP)	7.336551	49.834086
veitsrodt	gemeinde (RP)	7.300754	49.755281
vollmersbach	gemeinde (RP)	7.307631	49.742099
weiden	gemeinde (RP)	7.300302	49.807135
weitersbach	gemeinde (RP)	7.316281	49.872116
wickenrodt	gemeinde (RP)	7.358916	49.815692
wirschweiler	gemeinde (RP)	7.172077	49.762725
langweiler	gemeinde (RP)	7.185941	49.782615
beilstein	gemeinde (RP)	7.241189	50.110347
bremm	gemeinde (RP)	7.115357	50.10033
briedern	gemeinde (RP)	7.208648	50.110353
bruttig-fankel	gemeinde (RP)	7.229003	50.129803
cochem	stadt (RP)	7.16384	50.144672
dohr	gemeinde (RP)	7.118513	50.12766
ediger-eller	gemeinde (RP)	7.156797	50.096867
ellenz-poltersdorf	gemeinde (RP)	7.224466	50.108953
ernst	gemeinde (RP)	7.225633	50.144666
faid	gemeinde (RP)	7.120819	50.146147
greimersburg	gemeinde (RP)	7.142134	50.184828
klotten	gemeinde (RP)	7.199421	50.166374
lieg	gemeinde (RP)	7.346849	50.139517
